Story,Protocol,Aspect,Agreement,Scope,Answer
Test,Four,Ipfv,Default,Isomorphic,1
Test,Four,Ipfv,Default,Isomorphic,1
Test,Four,Ipfv,Default,Isomorphic,1
Test,Four,Ipfv,Default,Isomorphic,1
Test,Four,Ipfv,Default,Isomorphic,1
Test,Four,Ipfv,Default,Isomorphic,1
Test,Four,Ipfv,Default,Isomorphic,1
Test,Four,Ipfv,Default,Isomorphic,1
Test,Four,Ipfv,Default,Isomorphic,1
Test,Four,Ipfv,Default,Isomorphic,1
Test,Four,Ipfv,Default,Isomorphic,1
Test,Four,Ipfv,Default,Isomorphic,0
Test,Four,Ipfv,Default,Isomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Test,Four,Ipfv,Default,Nonisomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,0
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,1
Bar,Four,Pfv,Plural,Isomorphic,0
Bar,Four,Pfv,Plural,Isomorphic,0
Bar,Four,Pfv,Plural,Nonisomorphic,1
Bar,Four,Pfv,Plural,Nonisomorphic,1
Bar,Four,Pfv,Plural,Nonisomorphic,1
Bar,Four,Pfv,Plural,Nonisomorphic,1
Bar,Four,Pfv,Plural,Nonisomorphic,1
Bar,Four,Pfv,Plural,Nonisomorphic,1
Bar,Four,Pfv,Plural,Nonisomorphic,1
Bar,Four,Pfv,Plural,Nonisomorphic,1
Bar,Four,Pfv,Plural,Nonisomorphic,0
Bar,Four,Pfv,Plural,Nonisomorphic,1
Bar,Four,Pfv,Plural,Nonisomorphic,1
Bar,Four,Pfv,Plural,Nonisomorphic,0
Bar,Four,Pfv,Plural,Nonisomorphic,1
Bar,Four,Pfv,Plural,Nonisomorphic,1
Bar,Four,Pfv,Plural,Nonisomorphic,1
Bar,Four,Pfv,Plural,Nonisomorphic,1
Bar,Four,Pfv,Plural,Nonisomorphic,1
Bar,Four,Pfv,Plural,Nonisomorphic,0
Bar,Four,Pfv,Plural,Nonisomorphic,1
Bar,Four,Pfv,Plural,Nonisomorphic,1
Bar,Four,Pfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,0
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Isomorphic,0
Repetition,Four,Ipfv,Plural,Isomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,0
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
Repetition,Four,Ipfv,Plural,Nonisomorphic,1
